app;duration;power;leistung
gen/rundadd.sh;1122;16078999;14330
gen/rundadd.sh;1087;16634906;15303

gen/runimul.sh;1086;15492270;14265
gen/runimul.sh;1080;13037076;12071

gen/runv1x4smul_SIMD.sh;1085;14043299;12943
gen/runv1x4smul_SIMD.sh;1082;18144485;16769

gen/runshift.sh;1088;16315449;14995
gen/runshift.sh;1081;13381069;12378

gen/rundmem64_SIMD.sh;1080;14183008;13132
gen/rundmem64_SIMD.sh;1078;14458642;13412

gen/runm4x4smul_SIMD.sh;1095;20896126;19083
gen/runm4x4smul_SIMD.sh;1090;17304399;15875

gen/rundsub64_SIMD.sh;1086;15843038;14588
gen/rundsub64_SIMD.sh;1079;14904564;13813

gen/runvconvert_SIMD.sh;1082;14899132;13769
gen/runvconvert_SIMD.sh;1085;13775904;12696

gen/rundmul64_SIMD.sh;1082;14499108;13400
gen/rundmul64_SIMD.sh;1086;17263140;15896

gen/runicompare.sh;1085;17064836;15727
gen/runicompare.sh;1087;19211071;17673

gen/rundmem.sh;1103;5633408;5107
gen/rundmem.sh;1099;5266100;4791

gen/runimem.sh;1079;14079005;13048
gen/runimem.sh;1083;18690443;17258

gen/runm4x4smul.sh;187;2285516;12222
gen/runm4x4smul.sh;192;2356135;12271

gen/runnop.sh;1088;13287808;12213
gen/runnop.sh;1078;13122708;12173

gen/runbranch.sh;1079;13294643;12321
gen/runbranch.sh;1082;15643942;14458
gen/rundmul.sh;1086;17303178;15932
gen/rundmul.sh;1082;14613732;13506
gen/runiadd.sh;1079;14048670;13020
gen/runiadd.sh;1084;13231533;12206
gen/runlogic.sh;1087;16784014;15440
gen/runlogic.sh;1088;14834862;13634
gen/runbitbyte.sh;1079;15430625;14300
gen/runbitbyte.sh;1078;14740929;13674
gen/runvmov_SIMD.sh;1089;15029563;13801
gen/runvmov_SIMD.sh;1085;14429590;13299
gen/runimov.sh;1079;13555141;12562
gen/runimov.sh;1080;15469931;14324
