app;duration;power;leistung
./gen/tasktypes/m4x4smul_SIMD.sh 1;5072;23336610;4601
gen/tasktypes/onetomany/checkcontrast.sh 1;5044;19917429;3948


./gen/tasktypes/m4x4smul_SIMD.sh 1;5051;23101381;4573
gen/tasktypes/onetomany/checkcontrast.sh 1;5044;19959788;3957


./gen/tasktypes/m4x4smul_SIMD.sh 1;5048;23690613;4693
gen/tasktypes/onetomany/checkcontrast.sh 1;5044;19891795;3943


./gen/tasktypes/dmem64_SIMD.sh 1;5049;20998298;4158
gen/tasktypes/onetomany/loadimage.sh 1;5045;18407485;3648


./gen/tasktypes/dmem64_SIMD.sh 1;5042;20880379;4141
gen/tasktypes/onetomany/loadimage.sh 1;5045;18452712;3657


./gen/tasktypes/dmem64_SIMD.sh 1;5042;20990852;4163
gen/tasktypes/onetomany/loadimage.sh 1;5045;18368239;3640


./gen/tasktypes/m4x4smul.sh 1;5055;25877253;5119
gen/tasktypes/onetomany/greyscale.sh 1;5055;24610533;4868


./gen/tasktypes/m4x4smul.sh 1;5054;25767024;5098
gen/tasktypes/onetomany/greyscale.sh 1;5057;24502012;4845


./gen/tasktypes/m4x4smul.sh 1;5057;25746516;5091
gen/tasktypes/onetomany/greyscale.sh 1;5058;24607725;4865


./gen/tasktypes/vmov_SIMD.sh 1;5044;19651072;3895
gen/tasktypes/onetomany/sharpencontrast.sh 1;5049;22876101;4530


./gen/tasktypes/vmov_SIMD.sh 1;5040;19593028;3887
gen/tasktypes/onetomany/sharpencontrast.sh 1;5049;22708499;4497


./gen/tasktypes/vmov_SIMD.sh 1;5051;19466137;3853
gen/tasktypes/onetomany/sharpencontrast.sh 1;5047;22669376;4491


./gen/tasktypes/m4x4smul.sh 1;5060;25684932;5076
gen/tasktypes/onetomany/copyimage.sh 1;5048;24283813;4810


./gen/tasktypes/m4x4smul.sh 1;5049;25634212;5077
gen/tasktypes/onetomany/copyimage.sh 1;5049;24395873;4831


./gen/tasktypes/m4x4smul.sh 1;5050;25659541;5081
gen/tasktypes/onetomany/copyimage.sh 1;5047;24441344;4842


./gen/tasktypes/m4x4smul.sh 1;5048;25768184;5104
gen/tasktypes/onetomany/sobelh.sh 1;5053;24986875;4944


./gen/tasktypes/m4x4smul.sh 1;5054;25767878;5098
gen/tasktypes/onetomany/sobelh.sh 1;5054;24921262;4930


./gen/tasktypes/m4x4smul.sh 1;5060;25636714;5066
gen/tasktypes/onetomany/sobelh.sh 1;5056;24856076;4916


./gen/tasktypes/m4x4smul.sh 1;5056;25546078;5052
gen/tasktypes/onetomany/sobelv.sh 1;5055;24816342;4909


./gen/tasktypes/m4x4smul.sh 1;5057;25760126;5093
gen/tasktypes/onetomany/sobelv.sh 1;5045;24915036;4938


./gen/tasktypes/m4x4smul.sh 1;5054;25707759;5086
gen/tasktypes/onetomany/sobelv.sh 1;5056;24834897;4911


./gen/tasktypes/imul.sh 1;5045;19656078;3896
gen/tasktypes/onetomany/combineimgs.sh 1;5050;24800962;4911


./gen/tasktypes/imul.sh 1;5046;19647166;3893
gen/tasktypes/onetomany/combineimgs.sh 1;5050;24672972;4885


./gen/tasktypes/imul.sh 1;5052;19737742;3906
gen/tasktypes/onetomany/combineimgs.sh 1;5048;24658385;4884


./gen/tasktypes/dmem.sh 1;5057;21618231;4274
gen/tasktypes/onetomany/writeimage.sh 1;5045;18237502;3614


./gen/tasktypes/dmem.sh 1;5055;20785775;4111
gen/tasktypes/onetomany/writeimage.sh 1;5043;18317275;3632


./gen/tasktypes/dmem.sh 1;5058;21781744;4306
gen/tasktypes/onetomany/writeimage.sh 1;5044;18266677;3621


./gen/tasktypes/m4x4smul_SIMD.sh 2;5048;35389680;7010
gen/tasktypes/onetomany/checkcontrast.sh 2;5044;29172166;5783


./gen/tasktypes/m4x4smul_SIMD.sh 2;5050;35438569;7017
gen/tasktypes/onetomany/checkcontrast.sh 2;5042;29280687;5807


./gen/tasktypes/m4x4smul_SIMD.sh 2;5055;35509736;7024
gen/tasktypes/onetomany/checkcontrast.sh 2;5049;29264940;5796


./gen/tasktypes/dmem64_SIMD.sh 2;5043;31401226;6226
gen/tasktypes/onetomany/loadimage.sh 2;5051;26245234;5196


./gen/tasktypes/dmem64_SIMD.sh 2;5044;31612895;6267
gen/tasktypes/onetomany/loadimage.sh 2;5051;26333672;5213


./gen/tasktypes/dmem64_SIMD.sh 2;5044;31793620;6303
gen/tasktypes/onetomany/loadimage.sh 2;5045;26240900;5201


./gen/tasktypes/m4x4smul.sh 2;5061;42885022;8473
gen/tasktypes/onetomany/greyscale.sh 2;5061;40354023;7973


./gen/tasktypes/m4x4smul.sh 2;5066;42323256;8354
gen/tasktypes/onetomany/greyscale.sh 2;5061;40015279;7906


./gen/tasktypes/m4x4smul.sh 2;5058;41743240;8252
gen/tasktypes/onetomany/greyscale.sh 2;5053;39007895;7719


./gen/tasktypes/vmov_SIMD.sh 2;5040;28825793;5719
gen/tasktypes/onetomany/sharpencontrast.sh 2;5057;35596162;7038


./gen/tasktypes/vmov_SIMD.sh 2;5049;28733264;5690
gen/tasktypes/onetomany/sharpencontrast.sh 2;5049;35505769;7032


./gen/tasktypes/vmov_SIMD.sh 2;5047;28752307;5696
gen/tasktypes/onetomany/sharpencontrast.sh 2;5052;35824310;7091


./gen/tasktypes/m4x4smul.sh 2;5067;42588148;8405
gen/tasktypes/onetomany/copyimage.sh 2;5048;39068259;7739


./gen/tasktypes/m4x4smul.sh 2;5054;41661942;8243
gen/tasktypes/onetomany/copyimage.sh 2;5049;39017295;7727


./gen/tasktypes/m4x4smul.sh 2;5056;41521378;8212
gen/tasktypes/onetomany/copyimage.sh 2;5048;39050925;7735


./gen/tasktypes/m4x4smul.sh 2;5057;41749649;8255
gen/tasktypes/onetomany/sobelh.sh 2;5051;39635702;7847


./gen/tasktypes/m4x4smul.sh 2;5050;41782608;8273
gen/tasktypes/onetomany/sobelh.sh 2;5053;39658956;7848


./gen/tasktypes/m4x4smul.sh 2;5064;42834668;8458
gen/tasktypes/onetomany/sobelh.sh 2;5056;40791095;8067


./gen/tasktypes/m4x4smul.sh 2;5056;41843582;8276
gen/tasktypes/onetomany/sobelv.sh 2;5057;39532919;7817


./gen/tasktypes/m4x4smul.sh 2;5054;41815323;8273
gen/tasktypes/onetomany/sobelv.sh 2;5063;39915059;7883


./gen/tasktypes/m4x4smul.sh 2;5058;41695023;8243
gen/tasktypes/onetomany/sobelv.sh 2;5064;39792135;7857


./gen/tasktypes/imul.sh 2;5046;30541243;6052
gen/tasktypes/onetomany/combineimgs.sh 2;5056;39668233;7845


./gen/tasktypes/imul.sh 2;5046;30630659;6070
gen/tasktypes/onetomany/combineimgs.sh 2;5048;39644491;7853


./gen/tasktypes/imul.sh 2;5048;30376142;6017
gen/tasktypes/onetomany/combineimgs.sh 2;5056;39774435;7866


./gen/tasktypes/dmem.sh 2;5060;31179547;6161
gen/tasktypes/onetomany/writeimage.sh 2;5051;27100761;5365


./gen/tasktypes/dmem.sh 2;5058;36897794;7294
gen/tasktypes/onetomany/writeimage.sh 2;5052;27182609;5380


./gen/tasktypes/dmem.sh 2;5053;36873502;7297
gen/tasktypes/onetomany/writeimage.sh 2;5046;27265555;5403


./gen/tasktypes/m4x4smul_SIMD.sh 3;5048;39771383;7878
gen/tasktypes/onetomany/checkcontrast.sh 3;5043;32700661;6484


./gen/tasktypes/m4x4smul_SIMD.sh 3;5057;39822957;7874
gen/tasktypes/onetomany/checkcontrast.sh 3;5048;32768898;6491


./gen/tasktypes/m4x4smul_SIMD.sh 3;5059;40298847;7965
gen/tasktypes/onetomany/checkcontrast.sh 3;5051;20805794;4119


./gen/tasktypes/dmem64_SIMD.sh 3;5046;34877596;6911
gen/tasktypes/onetomany/loadimage.sh 3;5057;23292116;4605


./gen/tasktypes/dmem64_SIMD.sh 3;5046;29237352;5794
gen/tasktypes/onetomany/loadimage.sh 3;5064;29316087;5789


./gen/tasktypes/dmem64_SIMD.sh 3;5064;36021576;7113
gen/tasktypes/onetomany/loadimage.sh 3;5050;28864306;5715


./gen/tasktypes/m4x4smul.sh 3;5052;47114748;9325
gen/tasktypes/onetomany/greyscale.sh 3;5053;44999885;8905


./gen/tasktypes/m4x4smul.sh 3;5057;46379764;9171
gen/tasktypes/onetomany/greyscale.sh 3;5061;44754036;8842


./gen/tasktypes/m4x4smul.sh 3;5068;46935731;9261
gen/tasktypes/onetomany/greyscale.sh 3;5067;43732981;8630


./gen/tasktypes/vmov_SIMD.sh 3;5059;32463234;6416
gen/tasktypes/onetomany/sharpencontrast.sh 3;5054;40688067;8050


./gen/tasktypes/vmov_SIMD.sh 3;5044;31687907;6282
gen/tasktypes/onetomany/sharpencontrast.sh 3;5062;40503803;8001


./gen/tasktypes/vmov_SIMD.sh 3;5047;31796794;6300
gen/tasktypes/onetomany/sharpencontrast.sh 3;5050;36595243;7246


./gen/tasktypes/m4x4smul.sh 3;5067;46774234;9231
gen/tasktypes/onetomany/copyimage.sh 3;5052;41694839;8253


./gen/tasktypes/m4x4smul.sh 3;5060;47518372;9390
gen/tasktypes/onetomany/copyimage.sh 3;5053;43534190;8615


./gen/tasktypes/m4x4smul.sh 3;5060;47400452;9367
gen/tasktypes/onetomany/copyimage.sh 3;5050;44260568;8764


./gen/tasktypes/m4x4smul.sh 3;5060;47717468;9430
gen/tasktypes/onetomany/sobelh.sh 3;5054;44669503;8838


./gen/tasktypes/m4x4smul.sh 3;5065;46894412;9258
gen/tasktypes/onetomany/sobelh.sh 3;5063;26591485;5252


./gen/tasktypes/m4x4smul.sh 3;5065;46864931;9252
gen/tasktypes/onetomany/sobelh.sh 3;5073;44433480;8758


./gen/tasktypes/m4x4smul.sh 3;5056;46766910;9249
gen/tasktypes/onetomany/sobelv.sh 3;5066;27764760;5480


./gen/tasktypes/m4x4smul.sh 3;5058;47086915;9309
gen/tasktypes/onetomany/sobelv.sh 3;5071;45976445;9066


./gen/tasktypes/m4x4smul.sh 3;5071;47293213;9326
gen/tasktypes/onetomany/sobelv.sh 3;5083;27709157;5451


./gen/tasktypes/imul.sh 3;5047;33493200;6636
gen/tasktypes/onetomany/combineimgs.sh 3;5064;44564949;8800


./gen/tasktypes/imul.sh 3;5045;33397070;6619
gen/tasktypes/onetomany/combineimgs.sh 3;5064;44729560;8832


./gen/tasktypes/imul.sh 3;5062;34488742;6813
gen/tasktypes/onetomany/combineimgs.sh 3;5052;45081245;8923


