app;duration;power;leistung
./gen/tasktypes/m4x4smul_SIMD.sh 1;5039;23071413;4578
gen/tasktypes/onetomany/checkcontrast.sh 1;5038;20344797;4038

checkcontrast;3301;17270586;5231

./gen/tasktypes/m4x4smul_SIMD.sh 1;5034;23154909;4599
gen/tasktypes/onetomany/checkcontrast.sh 1;5031;19831187;3941

checkcontrast;3307;17044695;5154

./gen/tasktypes/m4x4smul_SIMD.sh 1;5039;22991030;4562
gen/tasktypes/onetomany/checkcontrast.sh 1;5030;20065134;3989

checkcontrast;4952;25391658;5127

./gen/tasktypes/dmem64_SIMD.sh 1;5028;20849984;4146
gen/tasktypes/onetomany/loadimage.sh 1;5040;18035232;3578

loadimage;1541;8856301;5747

./gen/tasktypes/dmem64_SIMD.sh 1;5032;20834053;4140
gen/tasktypes/onetomany/loadimage.sh 1;5034;17895767;3554

loadimage;1725;9907018;5743

./gen/tasktypes/dmem64_SIMD.sh 1;5025;20915108;4162
gen/tasktypes/onetomany/loadimage.sh 1;5031;17794083;3536

loadimage;1732;9957189;5748

./gen/tasktypes/m4x4smul.sh 1;5028;25825557;5136
gen/tasktypes/onetomany/greyscale.sh 1;5052;24398009;4829

greyscale;4982;23109377;4638

./gen/tasktypes/m4x4smul.sh 1;5037;25717403;5105
gen/tasktypes/onetomany/greyscale.sh 1;5045;24455260;4847

greyscale;4979;22840212;4587

./gen/tasktypes/m4x4smul.sh 1;5035;25669551;5098
gen/tasktypes/onetomany/greyscale.sh 1;5044;24509886;4859

greyscale;4982;22833987;4583

./gen/tasktypes/vmov_SIMD.sh 1;5026;19132458;3806
gen/tasktypes/onetomany/sharpencontrast.sh 1;5045;22635806;4486

sharpencontrast;4893;22446598;4587

./gen/tasktypes/vmov_SIMD.sh 1;5026;19265026;3833
gen/tasktypes/onetomany/sharpencontrast.sh 1;5035;22432316;4455

sharpencontrast;4886;22559696;4617

./gen/tasktypes/vmov_SIMD.sh 1;5027;18858289;3751
gen/tasktypes/onetomany/sharpencontrast.sh 1;5037;22288090;4424

sharpencontrast;4888;22342838;4570

./gen/tasktypes/m4x4smul.sh 1;5039;25647090;5089
gen/tasktypes/onetomany/copyimage.sh 1;5045;24187194;4794

copyimage;4576;21539495;4707

./gen/tasktypes/m4x4smul.sh 1;5035;25559444;5076
gen/tasktypes/onetomany/copyimage.sh 1;5037;24017822;4768

copyimage;4583;21457526;4681

./gen/tasktypes/m4x4smul.sh 1;5036;25485897;5060
gen/tasktypes/onetomany/copyimage.sh 1;5035;23995850;4765

copyimage;4582;21470221;4685

./gen/tasktypes/m4x4smul.sh 1;5033;25660762;5098
