app;duration;power
gen/rundadd.sh;1026;9998693
gen/runimul.sh;1009;13575282
gen/runv1x4smul_SIMD.sh;1006;11268770
gen/runshift.sh;1007;9683324
gen/rundmem64_SIMD.sh;1015;10686008
gen/runm4x4smul_SIMD.sh;1013;11119478
gen/rundsub64_SIMD.sh;1008;11715119
gen/runvconvert_SIMD.sh;1007;8687539
gen/rundmul64_SIMD.sh;1015;9929967
gen/runicompare.sh;1013;12984586
gen/rundmem.sh;1014;2700617
gen/runimem.sh;1006;9926183
gen/runm4x4smul.sh;90;-790221
gen/runnop.sh;1007;8874367
gen/runbranch.sh;1012;10589634
gen/rundmul.sh;1012;9576513
gen/runiadd.sh;1010;10500888
gen/runlogic.sh;1016;9087868
gen/runbitbyte.sh;1006;11746491
gen/runvmov_SIMD.sh;1007;10322240
gen/runimov.sh;1008;10718601
