app;duration;power
gen/rundadd.sh;1020;18598586
gen/runimul.sh;1016;19077161
gen/runv1x4smul_SIMD.sh;1029;18596754
gen/runshift.sh;1017;18328506
gen/rundmem64_SIMD.sh;1019;18602430
gen/runm4x4smul_SIMD.sh;1019;18515394
gen/rundsub64_SIMD.sh;1011;18280044
gen/runvconvert_SIMD.sh;1016;18238418
gen/rundmul64_SIMD.sh;1020;18609144
gen/runicompare.sh;1013;18848890
gen/rundmem.sh;1030;14225977
gen/runimem.sh;1008;21574591
gen/runm4x4smul.sh;141;3927664
gen/runnop.sh;1020;18265700
gen/runbranch.sh;1011;18330947
gen/rundmul.sh;1020;18673597
gen/runiadd.sh;1013;18274734
gen/runlogic.sh;1017;18336745
gen/runbitbyte.sh;1021;18595717
gen/runvmov_SIMD.sh;1009;18457594
gen/runimov.sh;1008;18185744
