app;duration;power
gen/rundadd.sh;1011;10461827
gen/runimul.sh;1008;10317417
gen/runv1x4smul_SIMD.sh;1006;11377107
gen/runshift.sh;1006;7575114
gen/rundmem64_SIMD.sh;1007;10831088
gen/runm4x4smul_SIMD.sh;1010;6928571
gen/rundsub64_SIMD.sh;1007;9373939
gen/runvconvert_SIMD.sh;1012;9433325
gen/rundmul64_SIMD.sh;1008;13176358
gen/runicompare.sh;1007;8611673
gen/rundmem.sh;1016;117005
gen/runimem.sh;1006;11347749
gen/runm4x4smul.sh;88;-9587133
gen/runnop.sh;1007;-65369
gen/runbranch.sh;1008;8638771
gen/rundmul.sh;1009;6613692
gen/runiadd.sh;1008;854185
gen/runlogic.sh;1013;9604590
gen/runbitbyte.sh;1008;12772000
gen/runvmov_SIMD.sh;1006;7293073
gen/runimov.sh;1007;10094640
