app;duration;power
gen/rundadd.sh;1014;10103123
gen/runimul.sh;1010;10126806
gen/runv1x4smul_SIMD.sh;1005;11097627
gen/runshift.sh;1006;9527808
gen/rundmem64_SIMD.sh;1013;10897799
gen/runm4x4smul_SIMD.sh;1021;11837739
gen/rundsub64_SIMD.sh;1009;11556489
gen/runvconvert_SIMD.sh;1007;9251441
gen/rundmul64_SIMD.sh;1008;11196566
gen/runicompare.sh;1012;12974149
gen/rundmem.sh;1023;2367609
gen/runimem.sh;1009;11113314
gen/runm4x4smul.sh;87;-568175
gen/runnop.sh;1006;8926551
gen/runbranch.sh;1005;10500339
gen/rundmul.sh;1023;9610938
gen/runiadd.sh;1008;10867161
gen/runlogic.sh;1024;9115027
gen/runbitbyte.sh;1009;11071566
gen/runvmov_SIMD.sh;1008;9687414
gen/runimov.sh;1008;10014623
