app;duration;power
gen/rundadd.sh;1010;9515113
gen/runimul.sh;1010;10111363
gen/runv1x4smul_SIMD.sh;1010;10607090
gen/runshift.sh;1011;9203407
gen/rundmem64_SIMD.sh;1015;10650669
gen/runm4x4smul_SIMD.sh;1021;6648542
gen/rundsub64_SIMD.sh;1008;11096651
gen/runvconvert_SIMD.sh;1013;8667092
gen/rundmul64_SIMD.sh;1015;9957982
gen/runicompare.sh;1009;12011689
gen/rundmem.sh;1024;2849052
gen/runimem.sh;1007;12240508
gen/runm4x4smul.sh;102;-25025
gen/runnop.sh;1011;8013896
gen/runbranch.sh;1007;10314793
gen/rundmul.sh;1019;8878090
gen/runiadd.sh;1017;9931981
gen/runlogic.sh;1012;8850747
gen/runbitbyte.sh;1009;10791477
gen/runvmov_SIMD.sh;1014;9145911
gen/runimov.sh;1008;9700843
