app;duration;power;leistung

gen/rundadd.sh;1116;9865759;8840
gen/rundadd.sh;1091;9771704;8956

gen/runimul.sh;1081;9143104;8458
gen/runimul.sh;1088;10864779;9986

gen/runv1x4smul_SIMD.sh;1081;11054536;10226
gen/runv1x4smul_SIMD.sh;1082;13836328;12787

gen/runshift.sh;1108;7600566;6859
gen/runshift.sh;1081;13946620;12901

gen/rundmem64_SIMD.sh;1083;11762603;10861
gen/rundmem64_SIMD.sh;1082;11546845;10671

gen/runm4x4smul_SIMD.sh;1084;13410122;12370
gen/runm4x4smul_SIMD.sh;1089;13469387;12368

gen/rundsub64_SIMD.sh;1080;9877478;9145
gen/rundsub64_SIMD.sh;1086;10451755;9624

gen/runvconvert_SIMD.sh;1079;9939672;9211
gen/runvconvert_SIMD.sh;1086;8672401;7985

gen/rundmul64_SIMD.sh;1080;11925202;11041
gen/rundmul64_SIMD.sh;1083;8727700;8058

gen/runicompare.sh;1079;12350799;11446
gen/runicompare.sh;1079;9456275;8763

gen/rundmem.sh;1099;2076594;1889
gen/rundmem.sh;1097;-483092;-440

gen/runimem.sh;1083;10917636;10080
gen/runimem.sh;1081;12590300;11646

gen/runm4x4smul.sh;183;-185241;-1012
gen/runm4x4smul.sh;158;840269;5318

gen/runnop.sh;1078;9179176;8515
gen/runnop.sh;1083;5883104;5432

gen/runbranch.sh;1085;12384856;11414
gen/runbranch.sh;1089;10822971;9938

gen/rundmul.sh;1089;12271942;11269
gen/rundmul.sh;1091;11808564;10823

gen/runiadd.sh;1096;19715159;17988
gen/runiadd.sh;1088;6407821;5889

gen/runlogic.sh;1097;14059718;12816
gen/runlogic.sh;1091;9188026;8421
gen/runbitbyte.sh;1083;15106895;13949
gen/runbitbyte.sh;1079;10484043;9716
gen/runvmov_SIMD.sh;1083;11279328;10414
gen/runvmov_SIMD.sh;1086;13113858;12075
gen/runimov.sh;1082;9623571;8894
gen/runimov.sh;1080;11382844;10539
