app;duration;power;leistung
./gen/tasktypes/m4x4smul_SIMD.sh 1;5046;22451663;4449
gen/tasktypes/onetomany/checkcontrast.sh 1;5040;20630990;4093

checkcontrast;5011;25533932;5095

./gen/tasktypes/m4x4smul_SIMD.sh 1;5037;21864629;4340
gen/tasktypes/onetomany/checkcontrast.sh 1;5044;22473636;4455

checkcontrast;5011;25492488;5087

./gen/tasktypes/m4x4smul_SIMD.sh 1;5033;21881170;4347
gen/tasktypes/onetomany/checkcontrast.sh 1;5040;22519229;4468

checkcontrast;5010;25568782;5103

./gen/tasktypes/nop.sh 1;5028;19411510;3860
gen/tasktypes/onetomany/loadimage.sh 1;5030;17836380;3546

loadimage;5012;28688831;5724

./gen/tasktypes/nop.sh 1;5026;19469677;3873
gen/tasktypes/onetomany/loadimage.sh 1;5030;17734391;3525

loadimage;5013;28734362;5731

./gen/tasktypes/nop.sh 1;5026;19477733;3875
gen/tasktypes/onetomany/loadimage.sh 1;5029;17705094;3520

loadimage;5012;28782153;5742

./gen/tasktypes/m4x4smul_SIMD.sh 1;5034;22015935;4373
gen/tasktypes/onetomany/greyscale.sh 1;5045;24374633;4831

greyscale;5061;23090945;4562

./gen/tasktypes/m4x4smul_SIMD.sh 1;5030;21893194;4352
gen/tasktypes/onetomany/greyscale.sh 1;5041;24393675;4839

greyscale;5070;23083620;4552

./gen/tasktypes/m4x4smul_SIMD.sh 1;5036;21907353;4350
gen/tasktypes/onetomany/greyscale.sh 1;5042;24272704;4814

greyscale;5070;23085024;4553

./gen/tasktypes/nop.sh 1;5026;19311047;3842
gen/tasktypes/onetomany/sharpencontrast.sh 1;5034;22345279;4438

sharpencontrast;5089;23311219;4580

./gen/tasktypes/nop.sh 1;5026;19381420;3856
gen/tasktypes/onetomany/sharpencontrast.sh 1;5030;22352848;4443

sharpencontrast;5081;23208009;4567

./gen/tasktypes/nop.sh 1;5026;19392895;3858
gen/tasktypes/onetomany/sharpencontrast.sh 1;5033;22317509;4434

sharpencontrast;5080;23245973;4575

./gen/tasktypes/m4x4smul.sh 1;5040;25612483;5081
gen/tasktypes/onetomany/copyimage.sh 1;5031;24256286;4821

copyimage;5018;22661136;4515

./gen/tasktypes/m4x4smul.sh 1;5038;25487605;5059
gen/tasktypes/onetomany/copyimage.sh 1;5039;24199340;4802

copyimage;5020;22984316;4578

./gen/tasktypes/m4x4smul.sh 1;5035;25557247;5075
gen/tasktypes/onetomany/copyimage.sh 1;5029;24195617;4811

copyimage;5014;23525696;4692

./gen/tasktypes/m4x4smul_SIMD.sh 1;5028;21889165;4353
gen/tasktypes/onetomany/sobelh.sh 1;5037;24621703;4888

sobelh;5105;23309571;4566

./gen/tasktypes/m4x4smul_SIMD.sh 1;5033;22298283;4430
gen/tasktypes/onetomany/sobelh.sh 1;5038;24680357;4898

sobelh;5103;23147402;4536

./gen/tasktypes/m4x4smul_SIMD.sh 1;5033;22059819;4383
gen/tasktypes/onetomany/sobelh.sh 1;5043;24575437;4873

sobelh;5050;22661685;4487

./gen/tasktypes/m4x4smul_SIMD.sh 1;5031;21899053;4352
gen/tasktypes/onetomany/sobelv.sh 1;5039;24631773;4888

sobelv;5117;22473026;4391

./gen/tasktypes/m4x4smul_SIMD.sh 1;5033;21950627;4361
gen/tasktypes/onetomany/sobelv.sh 1;5039;24621885;4886

sobelv;5145;22735599;4418

./gen/tasktypes/m4x4smul_SIMD.sh 1;5030;22096196;4392
gen/tasktypes/onetomany/sobelv.sh 1;5038;24620298;4886

sobelv;5150;22648929;4397

./gen/tasktypes/nop.sh 1;5028;19421215;3862
gen/tasktypes/onetomany/combineimgs.sh 1;5034;24463255;4859

combineimgs;5051;22928225;4539

./gen/tasktypes/nop.sh 1;5026;19450085;3869
gen/tasktypes/onetomany/combineimgs.sh 1;5034;24467040;4860

combineimgs;5059;22935916;4533

./gen/tasktypes/nop.sh 1;5026;19499096;3879
gen/tasktypes/onetomany/combineimgs.sh 1;5034;24445861;4856

combineimgs;5048;22932986;4542

./gen/tasktypes/m4x4smul.sh 1;5038;25582760;5077
gen/tasktypes/onetomany/writeimage.sh 1;5031;17706986;3519

writeimage;5012;32303262;6445

./gen/tasktypes/m4x4smul.sh 1;5039;25612117;5082
gen/tasktypes/onetomany/writeimage.sh 1;5029;17804215;3540

writeimage;5013;31462139;6276

./gen/tasktypes/m4x4smul.sh 1;5040;25773250;5113
gen/tasktypes/onetomany/writeimage.sh 1;5028;17705705;3521

writeimage;5018;30122421;6002

./gen/tasktypes/m4x4smul_SIMD.sh 2;5031;34384800;6834
gen/tasktypes/onetomany/checkcontrast.sh 2;5042;33534399;6651

checkcontrast;5011;26734367;5335

./gen/tasktypes/m4x4smul_SIMD.sh 2;5031;34439426;6845
gen/tasktypes/onetomany/checkcontrast.sh 2;5041;33603918;6666

checkcontrast;5011;26776299;5343

./gen/tasktypes/m4x4smul_SIMD.sh 2;5035;34472019;6846
