app;duration;power;leistung
./gen/tasktypes/m4x4smul_SIMD.sh 1;5073;23136538;4560
gen/tasktypes/onetomany/checkcontrast.sh 1;5048;20238656;4009


./gen/tasktypes/m4x4smul_SIMD.sh 1;5052;23146547;4581
gen/tasktypes/onetomany/checkcontrast.sh 1;5044;20231698;4011


./gen/tasktypes/dmem64_SIMD.sh 1;5046;20991158;4159
gen/tasktypes/onetomany/loadimage.sh 1;5045;18999768;3766


./gen/tasktypes/dmem64_SIMD.sh 1;5049;21662176;4290
gen/tasktypes/onetomany/loadimage.sh 1;5045;18830640;3732


./gen/tasktypes/m4x4smul.sh 1;5054;26126093;5169
gen/tasktypes/onetomany/greyscale.sh 1;5061;24890622;4918


./gen/tasktypes/m4x4smul.sh 1;5053;25957148;5136
gen/tasktypes/onetomany/greyscale.sh 1;5058;24710447;4885


./gen/tasktypes/vmov_SIMD.sh 1;5040;19807811;3930
gen/tasktypes/onetomany/sharpencontrast.sh 1;5049;22972658;4549


./gen/tasktypes/vmov_SIMD.sh 1;5044;19679210;3901
gen/tasktypes/onetomany/sharpencontrast.sh 1;5049;22874759;4530


./gen/tasktypes/m4x4smul.sh 1;5060;25785456;5095
gen/tasktypes/onetomany/copyimage.sh 1;5046;24513853;4858


./gen/tasktypes/m4x4smul.sh 1;5050;25648860;5078
gen/tasktypes/onetomany/copyimage.sh 1;5050;24547789;4860


./gen/tasktypes/m4x4smul.sh 1;5048;25922847;5135
gen/tasktypes/onetomany/sobelh.sh 1;5055;24922544;4930


./gen/tasktypes/m4x4smul.sh 1;5053;25943293;5134
gen/tasktypes/onetomany/sobelh.sh 1;5055;24899046;4925


./gen/tasktypes/m4x4smul.sh 1;5053;25809993;5107
gen/tasktypes/onetomany/sobelv.sh 1;5059;24878843;4917


./gen/tasktypes/m4x4smul.sh 1;5048;25872676;5125
gen/tasktypes/onetomany/sobelv.sh 1;5054;24892575;4925


./gen/tasktypes/imul.sh 1;5046;19813365;3926
gen/tasktypes/onetomany/combineimgs.sh 1;5050;24698729;4890


./gen/tasktypes/imul.sh 1;5044;19809459;3927
gen/tasktypes/onetomany/combineimgs.sh 1;5050;24719114;4894


./gen/tasktypes/dmem.sh 1;5057;21844549;4319
gen/tasktypes/onetomany/writeimage.sh 1;5045;18681471;3702


./gen/tasktypes/dmem.sh 1;5051;21916753;4339
gen/tasktypes/onetomany/writeimage.sh 1;5042;18738782;3716


./gen/tasktypes/m4x4smul_SIMD.sh 2;5050;35619660;7053
gen/tasktypes/onetomany/checkcontrast.sh 2;5042;29431260;5837


./gen/tasktypes/m4x4smul_SIMD.sh 2;5051;35901093;7107
gen/tasktypes/onetomany/checkcontrast.sh 2;5045;29352831;5818


./gen/tasktypes/dmem64_SIMD.sh 2;5045;31689555;6281
gen/tasktypes/onetomany/loadimage.sh 2;5053;26208429;5186


./gen/tasktypes/dmem64_SIMD.sh 2;5043;31537029;6253
gen/tasktypes/onetomany/loadimage.sh 2;5054;26296442;5203


./gen/tasktypes/m4x4smul.sh 2;5052;41669693;8248
gen/tasktypes/onetomany/greyscale.sh 2;5055;38937645;7702


./gen/tasktypes/m4x4smul.sh 2;5066;41607620;8213
gen/tasktypes/onetomany/greyscale.sh 2;5057;38679223;7648


./gen/tasktypes/vmov_SIMD.sh 2;5042;28696215;5691
gen/tasktypes/onetomany/sharpencontrast.sh 2;5045;35597870;7056


./gen/tasktypes/vmov_SIMD.sh 2;5046;28780017;5703
gen/tasktypes/onetomany/sharpencontrast.sh 2;5055;35529938;7028


./gen/tasktypes/m4x4smul.sh 2;5060;42513014;8401
gen/tasktypes/onetomany/copyimage.sh 2;5059;39149741;7738


./gen/tasktypes/m4x4smul.sh 2;5060;41938064;8288
gen/tasktypes/onetomany/copyimage.sh 2;5046;39109092;7750


./gen/tasktypes/m4x4smul.sh 2;5061;41817092;8262
gen/tasktypes/onetomany/sobelh.sh 2;5061;40973467;8095


./gen/tasktypes/m4x4smul.sh 2;5054;41749588;8260
gen/tasktypes/onetomany/sobelh.sh 2;5058;39554586;7820


./gen/tasktypes/m4x4smul.sh 2;5060;41693192;8239
gen/tasktypes/onetomany/sobelv.sh 2;5063;39855489;7871


./gen/tasktypes/m4x4smul.sh 2;5059;41723343;8247
gen/tasktypes/onetomany/sobelv.sh 2;5065;39579611;7814


./gen/tasktypes/imul.sh 2;5044;30121139;5971
gen/tasktypes/onetomany/combineimgs.sh 2;5057;39588888;7828


./gen/tasktypes/imul.sh 2;5055;30352949;6004
gen/tasktypes/onetomany/combineimgs.sh 2;5053;39507467;7818


./gen/tasktypes/dmem.sh 2;5058;36975003;7310
gen/tasktypes/onetomany/writeimage.sh 2;5053;27116325;5366


./gen/tasktypes/dmem.sh 2;5061;36901151;7291
gen/tasktypes/onetomany/writeimage.sh 2;5053;27095328;5362


./gen/tasktypes/m4x4smul_SIMD.sh 3;5053;39945882;7905
gen/tasktypes/onetomany/checkcontrast.sh 3;5053;33548742;6639


./gen/tasktypes/m4x4smul_SIMD.sh 3;5054;39600607;7835
gen/tasktypes/onetomany/checkcontrast.sh 3;5047;26303033;5211


./gen/tasktypes/dmem64_SIMD.sh 3;5056;35750702;7070
gen/tasktypes/onetomany/loadimage.sh 3;5053;29099047;5758


./gen/tasktypes/dmem64_SIMD.sh 3;5043;35146882;6969
gen/tasktypes/onetomany/loadimage.sh 3;5064;29546555;5834


./gen/tasktypes/m4x4smul.sh 3;5074;28982592;5711
gen/tasktypes/onetomany/greyscale.sh 3;5060;42602430;8419


./gen/tasktypes/m4x4smul.sh 3;5058;46190128;9132
gen/tasktypes/onetomany/greyscale.sh 3;5074;34400546;6779


./gen/tasktypes/vmov_SIMD.sh 3;5042;31715129;6290
gen/tasktypes/onetomany/sharpencontrast.sh 3;5050;31492595;6236


./gen/tasktypes/vmov_SIMD.sh 3;5042;31621501;6271
gen/tasktypes/onetomany/sharpencontrast.sh 3;5048;39988423;7921


./gen/tasktypes/m4x4smul.sh 3;5063;46489689;9182
gen/tasktypes/onetomany/copyimage.sh 3;5062;27324637;5397


